,job_description,link,company,salary,Employment type,search_term,location,salary_lower_range,salary_higher_range,salary_middle_range,job_title,state,is_remote
841,"Data Engineer, Analyst",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DmIoLEfx3e5FKWdzPrCZVymN6nI1W4eX3Ta9yHxbrh7cko0DWzWgi9vnC3-3u2ERBcMELilXyvf_85Sb47vt0X7Si-ku7HlYkU9I0XXOQE2R51M7qJrlF4SKRUJ0bOu9M1hHnhzor40TSdIMDTDqKs2MmRloga6ElAlIJ1mCUwJlGVODZ8RdK2UHXWKm7RdFem721AUGLT-bXXTY_QDXzTzM-j6woc2CCzVUvWwNPoLZs-WjUxFhF04FtzYb_zUQGoiX0HHo2ohtbhXkQfyEV-JVXEtFEv0wmAN38Y2-ZSqBUSmwJSFk8YFZn2expJMpmWl3EO5U1ejot5i8PYLkndP3_rS0VFqsJDvCFD8xfiyF_CuoRXi6zlI3nA6q8Z5pRE5M6MpsrSYzHVxgl3rlad3r3Vqrre9WnCj2_VBe2Ggi9rD9Rq0dQsYIlxsOi1QdCUq2fLLO_FVWeOLpDIOczmZQBmZ0kd9IPIBFMsy8L4DGn8T9_KndQXvGAkbYAl3KENgfY1w6sLjuHGWA_9Dza3eu5ZiuwKMOaApAh20k63N8yNEKoeNzFVFVl8T5HcxL1zzFs5ksdGNTnoGOUOYquwRZ8CkbzI91b3eC249GxoIsSODz18stDb-4Y_gJAIkbj1rM4hhgi6_taCYJjFPZZooPeDvQEbdp_Dco1EkXBKno7wJ9ROste5bfGRCaThFItC5BsUsF2iM3FSA55feceuibcOPUW3UCU=&xkcb=SoDq-_M3JkVpwPxyp50KbzkdCdPP&p=1&fvj=0&vjs=3,MUFG,"$90,000 - $110,000 a year",Full-time,Data-Engineer,"Hybrid remote in New York, NY 10020",90000.0,110000.0,100000.0,Data Engineer,NY,N
842,Data Engineer,https://www.indeed.com/rc/clk?jk=d89d81b1b65812c4&fccid=5549c6b9723b4956&vjs=3,Rockstar Games,"$89,500 - $119,400 a year",Full-time,Data-Engineer,"New York, NY",89500.0,119400.0,104450.0,Data Engineer,NY,N
843,Data Engineer,https://www.indeed.com/company/Clairvoyant-Inc./jobs/Data-Engineer-989549b8e8d9773e?fccid=728fe89bfc70283b&vjs=3,Clairvoyant Inc.,"$130,000 - $140,000 a year",Full-time,Data-Engineer,Remote,130000.0,140000.0,135000.0,Data Engineer,Remote,Y
846,Data Engineer,https://www.indeed.com/rc/clk?jk=d275e50d60adde93&fccid=7cd81d521124bc04&vjs=3,Prizeout,"$115,000 - $175,000 a year",Full-time,Data-Engineer,"New York, NY",115000.0,175000.0,145000.0,Data Engineer,NY,N
847,Sr. Data Engineer,https://www.indeed.com/company/Sepiolite-Technology/jobs/Data-Engineer-a894d570be4af49a?fccid=9798321156545bf4&vjs=3,Sepiolite Technology,"$150,000 - $180,000 a year","Full-time
+1",Data-Engineer,Texas,150000.0,180000.0,165000.0,Data Engineer,TX,N
848,Data Engineer,https://www.indeed.com/rc/clk?jk=713aaea093a693fd&fccid=34d0eec3214f5757&vjs=3,Nascent,"$130,000 - $160,000 a year",Full-time,Data-Engineer,Remote,130000.0,160000.0,145000.0,Data Engineer,Remote,Y
854,Jr. Data Engineer,https://www.indeed.com/rc/clk?jk=81010dd9df0c0038&fccid=f2c8db2d75b00437&vjs=3,"Horizon Media, Inc.","$80,000 - $130,000 a year",Full-time,Data-Engineer,"New York, NY",80000.0,130000.0,105000.0,Data Engineer,NY,N
945,Data Engineer IT,https://www.indeed.com/rc/clk?jk=bd90ae590c711bf0&fccid=7e918fc97541884f&vjs=3,JetBlue Airways Corporation,"$100,000 - $128,600 a year",Weekends as needed,Data-Engineer,"Hybrid remote in Long Island City, NY 11101",100000.0,128600.0,114300.0,Data Engineer,NY,N
946,Sr. Azure Data Engineer,https://www.indeed.com/company/Integration-Developer-Network/jobs/Data-Engineer-4885c64d69e0e8a2?fccid=6af1cd9d656e6476&vjs=3,Integration Developer Network LLC,$70 - $75 an hour,Contract,Data-Engineer,Remote,145600.0,156000.0,150800.0,Data Engineer,Remote,Y
949,Sr. Azure Data Engineer w/ Snowflake,https://www.indeed.com/company/Core-BTS/jobs/Data-Engineer-928330849f733d99?fccid=80c246aee70e7602&vjs=3,Core BTS,$70 - $75 an hour,Contract,Data-Engineer,Remote,145600.0,156000.0,150800.0,Data Engineer,Remote,Y
950,Data Engineer – Retail Analytics,https://www.indeed.com/rc/clk?jk=3675cc893f20ec74&fccid=2da0dedf6df97194&vjs=3,Procter & Gamble,"$100,000 - $132,000 a year",Full-time,Data-Engineer,"Cincinnati, OH 45202 ",100000.0,132000.0,116000.0,Data Engineer,OH,N
952,Data Engineer,https://www.indeed.com/company/LaTronic-Solutions-LLC/jobs/Data-Engineer-d9235c7fdf0bf5f3?fccid=1eee95ec7a558b5f&vjs=3,LaTronic Solutions LLC,"From $130,000 a year","Full-time
+1",Data-Engineer,Remote,130000.0,130000.0,130000.0,Data Engineer,Remote,Y
954,Senior Data Engineer,https://www.indeed.com/company/Moorecroft-Systems-Inc./jobs/Data-Engineer-ea5d11b36ccdf137?fccid=a1eea3d82a5b87cd&vjs=3,Moorecroft Systems,From $65 an hour,Contract,Data-Engineer,Remote,135200.0,135200.0,135200.0,Data Engineer,Remote,Y
955,Healthcare Data Engineer for Databricks,https://www.indeed.com/company/Percept-Health/jobs/Data-Engineer-723d3eaebb7e6f25?fccid=d51006b33150350a&vjs=3,Percept Health,$55 - $65 an hour,"Full-time
+1",Data-Engineer,Remote,114400.0,135200.0,124800.0,Data Engineer,Remote,Y
956,Jr. Data Engineer,https://www.indeed.com/rc/clk?jk=25a460c3dda038d7&fccid=cc326b629569ac67&vjs=3,Kalani Consulting,"$110,000 - $120,000 a year",Full-time,Data-Engineer,Remote,110000.0,120000.0,115000.0,Data Engineer,Remote,Y
957,Data Engineer,https://www.indeed.com/rc/clk?jk=a0dbe641897da5af&fccid=0c390af165630779&vjs=3,Gorbel,"$80,587 - $120,881 a year",Full-time,Data-Engineer,"Victor, NY",80587.0,120881.0,100734.0,Data Engineer,NY,N
958,Data Center Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnqT-NVp44Lkd9OpmSDsftW8EUHxjqcUKEdff3VodwUbHO3N2q8fB7AENX6kEpWwAQfpvf6tei7GaSu_4n8SyEc8S6o16umNO8XdJct7MkOL-fL6xz-w4m6pnNVsDAfjEu751SnbPn6wCdpbl20a8t9nUju0uOEdOcfJGHK99eLKp76bmH5JyFvMruxHtgY62pVRb8NQsUwNiKeBNIxflUjapwnB77fGB4mvt5hTxMwfD7fVWQ-QgBJceCD5_KHN7MyEmNljoS4KkqjEvL7K6mv9CFvvxQZFEvVGNH8bxQ_C9BE7jSGkVwOL4NZ_vCG9IX0as2q_qanYJkpqr1vihglDTWQ3VCrQadEkO-gdxfe-C12YObF3YNHm-KTyn2TZa5M8qe0K3G6LSXwWozEz3YNLmueQ_AlM_MWTMO1_oFESENfl0zcCC7sBEvVduS6ND41M9wZxUiMROOOpfQnVFPgnNnOF6PFl4M2lmHCrcaaFm2zw2mFFjvD0Qb1yn8RtqTkelRSBaSjYB7OoO55JrI8igIWHryx87GGurWmjxVHe24TqNRUOJGzljkLJ87bdoGk69U_DIqY85IfInpjcVYJCxhc7TloMfc1bHwtqbY_hxtqwWRLSSbXL-NHl7hwuMOj-yQZ0ODktYsLkF_2BOzGTUo6F8RTR7OKhgtMS09Ej3PUiUHWBe37oFoe7m2Ms6JmeW_uqN4AtB-bsZnuQVj4SIdYth8P8j_aYL6sir6Z_7kOz8UsQBxmjAWmst_-NM4qO3xP02B6g==&xkcb=SoAj-_M3JkVpby2YEZ0GbzkdCdPP&p=13&fvj=0&vjs=3,PeopleCaddie,$45 - $55 an hour,Contract,Data-Engineer,"St. Louis, MO",93600.0,114400.0,104000.0,Data Engineer,MO,N
1065,AWS Data Engineer,https://www.indeed.com/company/PRO-IT/jobs/Data-Engineer-beb4ede55a2e628a?fccid=46538a74a4e9d584&vjs=3,PRO IT,"$83,383.40 - $120,987.64 a year",Full-time,Data-Engineer,"Hartford, CT",83383.4,120987.64,102185.51999999999,Data Engineer,CT,N
1067,Data Engineer MongoDB,https://www.indeed.com/company/Digital-Plus-Solutions/jobs/Data-Engineer-1e44272376ecd5cb?fccid=19e9ee8dc31d1dc0&vjs=3,Digital Plus Solutions,$55 - $60 an hour,"Full-time
+1",Data-Engineer,"Waltham, MA",114400.0,124800.0,119600.0,Data Engineer,MA,N
1068,Data Engineer,https://www.indeed.com/company/Infomatics-Corp/jobs/Data-Engineer-07ebf91de0cd4b02?fccid=6d115eae7c903a55&vjs=3,Infomatics Corp,"$95,547 - $100,157 a year",Contract,Data-Engineer,Remote,95547.0,100157.0,97852.0,Data Engineer,Remote,Y
1070,Data Engineer,https://www.indeed.com/rc/clk?jk=44d23215495f9b95&fccid=b73278f10efdecc4&vjs=3,eTeam Inc.,$55 - $60 an hour,Contract,Data-Engineer,Texas,114400.0,124800.0,119600.0,Data Engineer,TX,N
1072,Data Engineer,https://www.indeed.com/company/Tech-HQs/jobs/Data-Engineer-43a81d2d0234c62d?fccid=7bdffb10c1abb2e5&vjs=3,Digital Plus Solutions,$50 - $55 an hour,Full-time,Data-Engineer,"Waltham, MA 02451",104000.0,114400.0,109200.0,Data Engineer,MA,N
1073,Data Engineer,https://www.indeed.com/rc/clk?jk=f6fc4fda31c7fda4&fccid=525f40c7254174c7&vjs=3,Stytch,"$150,000 - $300,000 a year",Full-time,Data-Engineer,"New York, NY",150000.0,300000.0,225000.0,Data Engineer,NY,N
1075,Data Engineer,https://www.indeed.com/rc/clk?jk=2d720381983c9bbe&fccid=dd616958bd9ddc12&vjs=3,Tail Wind Informatics,"$90,000 - $110,000 a year",Full-time,Data-Engineer,Remote in Minnesota,90000.0,110000.0,100000.0,Data Engineer,MN,N
1076,Data Engineer,https://www.indeed.com/company/Sanametrix/jobs/Data-Engineer-6116c05f42022336?fccid=a8faf7387b9e11b1&vjs=3,Sanametrix,"$110,656.51 - $120,080.95 a year",Full-time,Data-Engineer,Remote,110656.51,120080.95,115368.73,Data Engineer,Remote,Y
1077,AWS Data Engineer,https://www.indeed.com/company/ProIT-Inc./jobs/Data-Engineer-0d8d7897c2dcbd88?fccid=6d4d306b9be4fe88&vjs=3,ProIT Inc.,"$140,367.27 - $150,850.89 a year",Full-time,Data-Engineer,"Utica, MI 48315",140367.27,150850.89,145609.08000000002,Data Engineer,MI,N
1078,Azure Data Engineer,https://www.indeed.com/company/Gtech-LLC/jobs/Data-Engineer-d4db43c4028922ab?fccid=3457c6429d53f329&vjs=3,GTECH LLC,"$83,492.68 - $130,739.06 a year",Full-time,Data-Engineer,Remote,83492.68,130739.06,107115.87,Data Engineer,Remote,Y
1080,Clinical Flow Cytometry Data Analyst TEMP,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrafUTz72kROEBInX6YQY89nu0-QOunbsX9efcUkBv-E1s_KwcTeHahQ_YLtO21piDIAiuAAcPgeIgexHuuTiEpLsnWM8Fn-uV9Hf4SdEu9PPiYC19AjHchQNbkWINWnHDAlX_kO7wEMS8qVyTbZX3-wXsaKBLFiZl9Bf7SvHjzzH7yZgRSNQwcRD14_soFTOCRZvrN5nkEhsv8HbYfFVAf4bVPtifcpjoh62mHle-GHbS0bsbPmJFMRGUxa1zRzXmXhLYAb54JD51AolTjjqtDjJpYR_vgjgiOs_wiVZSstolKcgIk49apTXYGbfI8J6VeZmZ6OYRwmYkWF5bNH-16MLmaliRY2hMvaghSjvYMEbZh_pBCHT4jQIKodUDSlD8NuSTHTzZsL88hI3bi7l6IVF_YKvg9ursiV7xuB6qGArCuCermQIncrCm3ck1-McltGkj20TvTx9N9EblmOzLdT09PxhTjPiEIPhV1m5DhUSBtNvNc8vfkfePMZbHNIY9iWdpk7mP5qoIlglM7cDAtsQzNcrsmNsajL8MNgYJvRPHMZyCwDz9O3NLwW42vSTtBRFMCWK0BivKSRkkbIEH0T-tGx2WtQOoQ33zVwzU58B05rKZG6FDXyKoJ6MO36SPcJ55NPjcFz8y7a-hZBfKcWpEgDS3a7w=&xkcb=SoCB-_M3JkVnXQRyp50KbzkdCdPP&p=0&fvj=0&vjs=3,Regeneron - Willhire,$36.39 - $59.38 an hour,"Contract
+1",Data-Analyst,"Tarrytown, NY",75691.2,123510.40000000001,99600.8,Data Analyst,NY,N
1081,Sales Operations Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AdahMZ6ztk2oa4rWvBh7xVLsBovyuRO1F__V1qRk_IelyCsqwkvAb-EL8JdJjBz2-NP1N5c_AmN12ujd_NwXlUJC_R_NgpBVCtRW3_loe2M24LiQsCCxjjaIznQF6FRlcdXd_u_rvlLOF_02d97yBtO1DLG5YJDSZ-x8hI3_jgBl1jbE6csrvWxxR0dpNwrz0kxLk7U7pcL-fynZWss9iqZesqlC5Rg11HskdOr_AjslfUbdTITOhuGSLPwJha4mFatIUQi6pWZlQ95UxJlM9epqYRT9Y46Dkb1tJzNr0QK4kfr62InXO7j2l5SzGKctFMvbLRHVB8uN8Ql5BeruCj3PWkM01pWEf7GYY7U8f94ZvrS1KZCR8_tsvWlRIZqldvJniLDi73oUTC0DcxEom8nybh1sEgc9SRpo7Cv1sB987mVTDhsSQEJA4NAWRB57MfbbPFLaaoVQSbe9TJZ3FY2gJw4VE8zBax7gM0SL7uQWN2ClV6fmdNYEy1MjedIppl120fCWIAFsNAVynJL2Waklg--WfJUF18eZxpkiDwCsRzs_TnRNb7oQtqdRLN2-XvgoXh-MP0R5SACT-jx76LW7N3xfy6cUhB5W97tevG_oL21LVrzPzL&xkcb=SoAc-_M3JkVnXQRyp50JbzkdCdPP&p=1&fvj=1&vjs=3,Pace International Inc,"$60,000 - $80,000 a year",Full-time,Data-Analyst,"Hybrid remote in Rochester, MN 55901",60000.0,80000.0,70000.0,Business Analyst,MN,N
1083,Data Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AqSt2575Sb49y9iPaIe_PXrBMudRKOMTFfR_v1VGHXWfA0jPTyBSrFCofgjxx5N94fUkiFNQ7zDhwpYmFbCRx09jR29AASvsIrOOmyJ_gPXPjJLx-6z-YdcRtL1vHromwR73QkGj-tZD6xjHWcEJtKDtx9x6ZKFt2mD96mphuc5a-IFv2wNCJ3iQSTeXsrVG6iNVSXQc4_l-nTekl1uS4txQ0ZgB4iPUrr-FBMOCR7jbwYPzPdjyr5HZqUJLhCfIi44GCltwUrUhuyyOtPiRzFPKenTgWkSpJWOpuhN3H1duiPg8_IHMJNzw33KZy7ccGfbIoY3YqXPi-AJ1xeDJyt9o5Qd34Zwd07dMMJHYIbICc25VOOjw6MzDM7bLSUnCvRpoyJEAedtmQZ3yDMy3NpVLsEXzo_SjSnah3BvFPTLquKAd49OAoiqNzm2J0zejh1Nb1kQYu8dG41G4B6xgYR-DjMkq__a3VuIehEaP7vUfFF8AmhreaNuQoVGTuYNJ7D3HnSzZoqmnpaf8X7Vdd9xU2Ia-imJZ2DM3LFcjzfMFS1uJ7fXxr7wpAoMmQxUoE=&xkcb=SoCS-_M3JkVnXQRyp50ObzkdCdPP&p=3&fvj=1&vjs=3,Ramaz School,"$65,000 - $75,000 a year",Full-time,Data-Analyst,"New York, NY 10075 ",65000.0,75000.0,70000.0,Data Analyst,NY,N
1086,"Data Analyst, Center for Student Success Insights",https://www.indeed.com/rc/clk?jk=4c7345de57b14cbb&fccid=8077183a161ef0fd&vjs=3,New York University,"$74,700 - $91,300 a year",Full-time,Data-Analyst,"Remote in New York, NY 10012",74700.0,91300.0,83000.0,Data Analyst,NY,N
1087,Analyst Medical Data,https://www.indeed.com/rc/clk?jk=5c87f6b80f7bcd29&fccid=4d5d694743c295fc&vjs=3,NewYork-Presbyterian Hospital,$39.88 - $47.14 an hour,Full-time,Data-Analyst,"Remote in Manhattan, NY 10065",82950.40000000001,98051.2,90500.8,Business Analyst,NY,N
1089,Risk & Control Business Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CRsdBggKFjsd2I0WXN7jbirCZuQf4qBYKBRMDPXZZqyp2f8VIHX3n1cIS2cg4x8GFvA9_fV2zbEPEYnJDubVOptBBeZfXQy4MyXQ4lrzPyNOSUBUxDvahdpY_jal9duqWdYrY-Wx-zjM_92nzCyr-11CNzR1t-y0h6ur23l0ted7F-RQfhfaLU57LRbq4Yl3gvavLRBd_YZMixghO3Fa0rxZxinn8fu03v_lM1CPyJ_zetgZ4l-3OK1G-IVblqHatLoxiy0XHCpank2n0lEPmcUvz-cQGSWnScip4-gcoXEmFHOUhkTsNLtdkGeNd7BxWegwOJEqDd7gavV4R0SQEo7tl7jLc8T-X8S2J_hVsjyja4i_JQbn0BJoGKystX--eR-ssiNr9V2GYVXj-ycrdivUlbd-rx-uLuh8aMHYNBig13IpDRngmORuyXGrhnWWqxpZtQRt41gkRfWxrcbw1V_YAu5TBX05JMtqb4eHY0YPwqPg4ORiw8k03g_bkfO_OItQGWSWunXtuGPWbtTbGVThmvisK5Av9J4HX5hKMesug73N3pYu2h1bc5W64C17B50Jvoq2uzWfCdBD5cDhL31htXCQaxL5AGvBXmmCyVU9Dxf7nmGv_b9lvq4ntC77Y=&xkcb=SoBo-_M3JkVnXQRyp50FbzkdCdPP&p=9&fvj=1&vjs=3,TSR Consulting Services (Confidential Banking...,$82 - $85 an hour,Contract,Data-Analyst,"Hybrid remote in New York, NY",170560.0,176800.0,173680.0,Business Analyst,NY,N
1090,Data Analyst,https://www.indeed.com/company/Emerest-Health-Population-Management/jobs/Data-Analyst-fc2377ea04bf50c6?fccid=07facbcf8c5fdf9f&vjs=3,Emerest Connect,"$80,000 - $120,000 a year",Full-time,Data-Analyst,"Hybrid remote in Brooklyn, NY 11219",80000.0,120000.0,100000.0,Data Analyst,NY,N
1091,Data Analyst,https://www.indeed.com/rc/clk?jk=c011c45d1012c4c6&fccid=5b2f9eaa91cb3370&vjs=3,"iHeartMedia, Inc.","$64,000 - $88,000 a year",Full-time,Data-Analyst,"New York, NY 10019 ",64000.0,88000.0,76000.0,Data Analyst,NY,N
1092,Data Analyst I - On-Site,https://www.indeed.com/company/MedRite-Urgent-Care/jobs/Data-Analyst-975a38f54fa0ec31?fccid=35efba0203e49677&vjs=3,MedRite Urgent Care,"$58,500 - $63,000 a year",Full-time,Data-Analyst,"New York, NY",58500.0,63000.0,60750.0,Data Analyst,NY,N
1093,Healthcare Claims Data Analyst,https://www.indeed.com/rc/clk?jk=e442e24779120189&fccid=b76e25516046506f&vjs=3,Imagine360,"$70,000 - $85,000 a year",Full-time,Data-Analyst,Remote,70000.0,85000.0,77500.0,Data Analyst,Remote,Y
1112,DATA ANALYST,https://www.indeed.com/rc/clk?jk=56e9961f67b94b26&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$75,000 - $94,761 a year",Full-time,Data-Analyst,"Manhattan, NY 10007 ",75000.0,94761.0,84880.5,Data Analyst,NY,N
1115,"Data Analyst, Neuroimaging",https://www.indeed.com/company/Stone-Alliance-Group/jobs/Data-Analyst-36171717178ba6f7?fccid=0ad0b184ba42375d&vjs=3,Stone Alliance Group,"$52,000 - $70,000 a year",Full-time,Data-Analyst,"New York, NY",52000.0,70000.0,61000.0,Data Analyst,NY,N
1116,Entry Level Data Analyst,https://www.indeed.com/company/Swivel-Payment-Solutions-LLC/jobs/Entry-Level-Data-Analyst-8467d780c91e7cde?fccid=73358697b054bc26&vjs=3,"Swivel Payment Solutions, LLC","$62,063 - $65,095 a year",Full-time,Data-Analyst,"New York, NY",62063.0,65095.0,63579.0,Data Analyst,NY,N
1119,Data Analyst,https://www.indeed.com/rc/clk?jk=109f2a58997b00d9&fccid=b8121aac68ae8cd0&vjs=3,Goodwill Industries Of Greater New York,"$85,000 a year",Full-time,Data-Analyst,"Astoria, NY 11201",85000.0,85000.0,85000.0,Data Analyst,NY,N
1120,Data Analyst,https://www.indeed.com/rc/clk?jk=21868b74c629ee4b&fccid=45a476d57310e3f1&vjs=3,Public Health Solutions,"$70,000 a year",Full-time,Data-Analyst,"New York, NY 10013 ",70000.0,70000.0,70000.0,Data Analyst,NY,N
1121,Data Analyst,https://www.indeed.com/rc/clk?jk=6651fe86d334c551&fccid=a5425ba9ec454878&vjs=3,Leaf Home,"$64,000 - $94,000 a year",Full-time,Data-Analyst,"New York, NY 10017 ",64000.0,94000.0,79000.0,Data Analyst,NY,N
1124,Hotel - Data Insights Analyst,https://www.indeed.com/rc/clk?jk=af3bbbdd330e8882&fccid=65a610215742c669&vjs=3,American Express Global Business Travel,"$46,000 - $93,000 a year",Full-time,Data-Analyst,Remote,46000.0,93000.0,69500.0,Data Analyst,Remote,Y
1156,BUSINESS ANALYST (IT),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ClDtCrwSJZ0kWsTYt79Izf4Y01pp4Vi5ageK6aeAVJRqyajqJk52r_I78QcrXRKaYrWrnpzY-qabdrJcKvIM3p-BLB4xnPtlSV4ChYBTjExrNCboVqCuqYPwVi8S50lbHdN29Bunno4unUHaw0UWcIiaZB26w8C6PiEKvDmFZIPuSZtS82ZP-KL_I4sTsSBRKvN5T0YVJTZ7GQEU8_diENlcWUOCWenSJFNKwpkWHOEXb-e6VjDi05_n63CvRCOPiqXm03NZalaLSHZJa7UOmiVAInzmOqp8GDHGWCIVb_T1dgcQjI9eerQj0ActJNXAbsdEFuGZb7XspHNO3EkI55yaHbY6YMWEjUeo1pfaWUUxQR_zmeR3swgtl08CxHm0T3q0phv_yww1TznQsvQJrNlPcK3LHZ4CkKMrXaG9nX_SswkzVfokS8_dCMepPPPM74aMk29MGCuMcvWnGRG38wzgioetvzbMEAqKr8kk4woJJ7KGEUIJnHTYjU1PUr0Fo6ouvJboh7C36L25qOLE5Fm2YJZBnKB68GFBlgK05IlUU7KaoAEhTOZrhHG58vrKiJuavzOcsSjvMLwmDiqc3iEc0kvU52MUm27gVTiHkA8vlF5Y_0B3yuBsCNLzGdSiN2YiaEazTVFA==&xkcb=SoAq-_M3JkVgtBWeCZ0KbzkdCdPP&p=1&fvj=0&vjs=3,NCS Technologies Inc,"$100,000 a year",Full-time,Data-Analyst,"Manassas, VA 20109",100000.0,100000.0,100000.0,Business Analyst,VA,N
1161,Senior Data Analyst,https://www.indeed.com/company/ANDERSEN-CONSULTANTS/jobs/Senior-Data-Analyst-6033dff24aaee241?fccid=5b2e86e5efe8c5f6&vjs=3,ANDERSEN CONSULTANTS,$84 - $90 an hour,Contract,Data-Analyst,"Hybrid remote in Redmond, WA 98052",174720.0,187200.0,180960.0,Data Analyst,WA,N
1162,CHILD MENTAL HEALTH (MH) DATA ANALYST,https://www.indeed.com/rc/clk?jk=b25541c033c5c707&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$70,087 - $77,097 a year",Full-time,Data-Analyst,"Manhattan, NY",70087.0,77097.0,73592.0,Data Analyst,NY,N
1164,Data Analytics Specialist,https://www.indeed.com/rc/clk?jk=cbc48d3f7667cae8&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$59,116 - $91,768 a year",Full-time,Data-Analyst,"Brooklyn, NY 11201",59116.0,91768.0,75442.0,Data Analyst,NY,N
1166,Data Analyst - HEDIS,https://www.indeed.com/rc/clk?jk=34aeaae728fdb498&fccid=be3b11aa573faee7&vjs=3,CVS Health,"$46,900 - $115,100 a year",Full-time,Data-Analyst,"New York, NY 10013 ",46900.0,115100.0,81000.0,Data Analyst,NY,N
1168,Data Analyst,https://www.indeed.com/rc/clk?jk=4f4165fe058f64d6&fccid=fd7b192fd9cbdab7&vjs=3,ASCAP,"$90,000 - $110,000 a year",Full-time,Data-Analyst,"New York, NY 10107 ",90000.0,110000.0,100000.0,Data Analyst,NY,N
1169,Data Analyst Youth Mental Health,https://www.indeed.com/rc/clk?jk=fa47b9741d6e1ff4&fccid=5650c0d2f33b0fa8&vjs=3,"Research Foundation for Mental Hygiene, Inc.","$80,721 - $94,822 a year",Full-time,Data-Analyst,"Long Island City, NY 11101",80721.0,94822.0,87771.5,Data Analyst,NY,N
1222,Data Analyst,https://www.indeed.com/rc/clk?jk=dee00e14b8c25830&fccid=d6dbeb6f0303a871&vjs=3,The City University of New York (CUNY),"$93,854 a year",Temporary,Data-Analyst,"Bronx, NY",93854.0,93854.0,93854.0,Data Analyst,NY,N
1224,Data Analyst,https://www.indeed.com/company/Cloud-and-Things/jobs/Data-Analyst-3adea167dc374798?fccid=ed7e1f9190dcfdd5&vjs=3,Cloud and Things Inc,"$80,000 - $125,000 a year",Full-time,Data-Analyst,"Hybrid remote in Brooklyn, NY 11201",80000.0,125000.0,102500.0,Data Analyst,NY,N
1225,Healthcare Data Analyst (Remote),https://www.indeed.com/rc/clk?jk=634267bec6f748b7&fccid=d844fa152b5f8ad2&vjs=3,Sentara Healthcare,"$73,819 - $110,728 a year",Full-time,Data-Analyst,Remote in United States,73819.0,110728.0,92273.5,Data Analyst,Remote,Y
1226,Program Data Analyst,https://www.indeed.com/rc/clk?jk=2af21baa3275bca3&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$62,470 - $80,008 a year",Full-time,Data-Analyst,"New York, NY 10004 ",62470.0,80008.0,71239.0,Data Analyst,NY,N
1227,Data Analyst,https://www.indeed.com/rc/clk?jk=a5ff4f17a7c85af8&fccid=848e72c84ce4a7a7&vjs=3,NYU Langone,"$58,500 - $71,000 a year",Full-time,Data-Analyst,"New York, NY",58500.0,71000.0,64750.0,Data Analyst,NY,N
1228,"Data Analyst, TEOC",https://www.indeed.com/rc/clk?jk=a514699aba324d13&fccid=ce06339e6f22b214&vjs=3,Child Mind Institute,"$52,000 - $64,000 a year",Full-time,Data-Analyst,"New York, NY 10022 ",52000.0,64000.0,58000.0,Data Analyst,NY,N
1294,Data Analyst,https://www.indeed.com/rc/clk?jk=e803873ba9b4a954&fccid=90e4e44116124fe2&vjs=3,"Information Resources, Inc","$100,000 - $120,000 a year",Full-time,Data-Analyst,"New York, NY 10001 ",100000.0,120000.0,110000.0,Data Analyst,NY,N
1295,Junior Data Analyst,https://www.indeed.com/rc/clk?jk=7278b1eca5aa70c0&fccid=bb45dd61f3d010f0&vjs=3,Nuvia Dental Implant Centers,"$45,000 - $55,000 a year",Full-time,Data-Analyst,"Remote in Salt Lake City, UT",45000.0,55000.0,50000.0,Data Analyst,UT,N
1296,10101 - Data Equity Analyst,https://www.indeed.com/rc/clk?jk=938897fb383fcb3c&fccid=c6b5143eab3dbe34&vjs=3,The Fund for Public Health in New York City,"$85,000 - $92,000 a year",Full-time,Data-Analyst,"New York, NY 11101 ",85000.0,92000.0,88500.0,Data Analyst,NY,N
1297,"Senior Analyst, Data & Analytics",https://www.indeed.com/rc/clk?jk=8d873f7a35d6f2d3&fccid=f65af9beef57ba87&vjs=3,A Place For Mom,"$85,000 - $100,000 a year",Full-time,Data-Analyst,"Remote in New York, NY",85000.0,100000.0,92500.0,Data Analyst,NY,N
1298,Data Analyst II,https://www.indeed.com/rc/clk?jk=1af0d86f248e6fbe&fccid=bd976cc171c690e0&vjs=3,Columbia University,"$65,000 - $75,000 a year",Full-time,Data-Analyst,"New York, NY",65000.0,75000.0,70000.0,Data Analyst,NY,N
1299,"DATA EXTRACTION ANALYST, HEPATOLOGY",https://www.indeed.com/rc/clk?jk=332071d88d0146cd&fccid=142783ac2edbe56b&vjs=3,University of Washington,"$5,747 - $6,304 a month",Weekends as needed,Data-Analyst,"Remote in Seattle, WA 98195",68964.0,75648.0,72306.0,Data Analyst,WA,N
