,job_description,link,company,salary,Employment type,search_term,location,salary_lower_range,salary_higher_range,salary_middle_range,job_title,state,is_remote
2198,Data Architect,https://www.indeed.com/company/NLB-Technology-Services/jobs/Data-Warehouse-Architect-2372c48f8a7aa7b0?fccid=b3fc027da382dafc&vjs=3,NLB Technology Services,$70 - $80 an hour,Contract,Data-Architect,"Philadelphia, PA 19103 ",145600.0,166400.0,156000.0,Data Architect,PA,N
2199,Data Architect - REMOTE,https://www.indeed.com/rc/clk?jk=9b192b82dbc52320&fccid=0d45dc4fe60ffe27&vjs=3,Henry Schein,"$174,800 - $262,200 a year",Full-time,Data-Architect,"Remote in New York, NY",174800.0,262200.0,218500.0,Data Architect,NY,N
2200,Principal Data Architect,https://www.indeed.com/rc/clk?jk=7c9349c6cf4d247b&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"$133,600 - $256,800 a year",Full-time,Data-Architect,United States,133600.0,256800.0,195200.0,Data Architect,Remote,Y
2201,Cloud Architect - Data & AI,https://www.indeed.com/rc/clk?jk=58c889bb3eaaf965&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"$124,800 - $242,600 a year",Full-time,Data-Architect,"Dallas, TX",124800.0,242600.0,183700.0,Data Architect,TX,N
2203,Data Architect,https://www.indeed.com/rc/clk?jk=ab6a75009acb6fbb&fccid=f8bb8eb40f54f89f&vjs=3,Scholastic,"$120,000 - $201,300 a year",Full-time,Data-Architect,"New York, NY",120000.0,201300.0,160650.0,Data Architect,NY,N
2204,Data Architect || NYC ONSITE || Contract Role,https://www.indeed.com/company/Valsatech-Corp/jobs/Data-Warehouse-Architect-e7e1368a69930145?fccid=e20d8b8ce46b3390&vjs=3,Valsatech Corp,$70 - $75 an hour,"Full-time
+1",Data-Architect,"Bronx, NY 10474 ",145600.0,156000.0,150800.0,Data Architect,NY,N
2235,Salesforce Technical Lead,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D74j1UCHt2N2gaIFZvIZEUwIdsJAA1YzdUGV9kGvr4IPa2uZO1uBLt2QOifsLa-jbcWmY8XukauVSyEvNTlfXeC_s2f4R2DjVNPhzw2SiQ2-n0yheA7zUkLFjO0TBD4sufyVID_57n1ltPNsF7vz-tpVuPc8P1Oxh1Pp10e0nFaMdBol3d93gS0q4yQ3vTAJlqTeQT0n7jPhfEnhyApz8LAJnUDZLEBq3VX0BxGxq01mPXtForzzHfJVH1uKbXqVps3l__5wtzlNmrnbxA3L0ZZbXCVs4QRrJDsoTtsNunzaJw8aFtekA869rpqmnzapmG7Dt4-WgzEWcjcL-9Ez28x-Dxzw4CMx8Dk1F5LCD9stSmHVpEI6eQ0oUcbGGGl0hFGxG3KOq9yGZyjIXxQ8yS3O4nQQvYL458jXdqKw9m4Y72ZhnA15CewSPTInlMEQwUCJxVp4HxA5LwOw4Blbf23QmTQpHr4fkGUbfVwfzESboEqLdI5WrRVOE1it8ZW1UhXV6xdu2CeYfyFi1L2tSQKQ4e14nUHkvst4IA-ocVeW3wIlb1UMaGABRuKt0juLxFMPQ9rJ2ZXk0j_3LyE2EeawSkiBgwtSR8HsMYum-yYAd6SuUa04cZXEaF8SJf3v84KNbxGoTsCjMI0JbLERiJgoUR_H08xqd12llGxUOsals5seKKtEBPjMOiYrbpbkTQzvoIlrSzwoWXFPQmuHkpNalGh8DKs7T7PRsIeY-NxNL-pbiVwYYvJCyy6zTL62zIUrn0tdickqZv6hrVmRqyMSVhhSCV2oEUY19GY3M4o91Lk_6jozEe5UxJ4I8V3ayM0FuuLAcqPo2qaETlGEmbJs9JM9QQVY49ddDKcnQ6Hw==&xkcb=SoCh-_M3JkWEgJxyp50LbzkdCdPP&p=0&fvj=0&vjs=3,RQI Partners LLC,"$115,000 - $120,000 a year",Full-time,Data-Architect,Remote,115000.0,120000.0,117500.0,Business Analyst,Remote,Y
2236,Oracle Transportation Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AiEXHS0xdYoQwXybiHBjbLwLkoEHteLdPS1xmybkl802nhtjY7AxOr1yDjlvqYB3nTEvlWIbd4SgnWhAbLnkv3DWQ7xi4DcFITl499Sh-JieA0k_z_hGaLt2qmL-C05I4BgZSBsquszeoNIZHX-LeURG9DaDVoGNiLmEQs85S2A-fKJo9y1jGMW-XiD5SJA0Btb4yryhEkLjFbQuEoJ51SwQfjQL-Ib2WdpJRV8TRFoo1HouqNPUU2PByiAor0SvP7P0czYZYl8Q_Z7whtWjAeyEsBoMxfRUDunlnQNrHH58_HORoQFPkWsti7ZxwmRgrkqJAgJYBWGqN4caixJp59D8J_ysEPuNt0kVkw6c-pAFvKWqHeHOk4xSvFjapvKbTJf8TjUZ10KaALRgAbm37BPXCk0mkqV2y7v3fHONdzvzZyprHpdxy4sYvssHzg32ArlpNq-CI-xZYRhvFTzK1GYId39g43bILBAC9E2cIvbA4H5frf7751Y-MqwlnAngNjy-F9j_ZpXaNpG5LL2JZAYHXmItOlQBzqaVAqOinKy0YzTgmE0aMSJ2S_8l1S8KGoOZBjbvIgx4kAAsJ5ITO-hbrLtitl302vi63HXoIO5DgCSOcAJxvM&xkcb=SoAV-_M3JkWEgJxyp50KbzkdCdPP&p=1&fvj=1&vjs=3,RSM Solutions Inc,"$100,000 - $120,000 a year",Full-time,Data-Architect,"Deerfield, IL",100000.0,120000.0,110000.0,Business Analyst,IL,N
2238,Linux Integration Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRmIuzo2gOd5Fk4SP36s-Vt2a-qY0Gn69X3I9hM3bDnfnWYb00eHGAIQPBYEC89ZZLH_8RvdWKeKMHG4mBYFxraSokXi2c0vYMLVVC2NxlSbcq6Y-DIUWCh6AUHxo2T1LcAzmYbV9KPh5AyJV_hyTVvjngj3oFZlKTxTIVhzFl3TksnVMNf1fnWfXh_ufr2kH2pUnMJC6rFNnh5fMjYEV9hjdxLt348SSidSupBWtGf4tRpoC90T8oMX2P6d_X_c8sQw1Va_rsLWofQhRZ6YfGNCyM3J-ZNQaG6mIqv-1Ao2zgTJMvXkHWutH74M1X15Yk40wy0OJxgVyNeubawPcM1Ag4SDs4svH2LCLyBXzZjIaecdzBCo6mA6H54_D6cJLb3HLbUJe4b6Ja1C94_hUoZQqgYbaiRUB7pQKET7CRvoi9pTi4Xc44Xgq24iJglMhca-6HgxG0mzbSeN9NNG5gF1lOMdCMznih38RzZx06bjDvjBJrW3SybkN_-PyewW0oTwu5f4HyQz2J4mtf0TW3lLQXpKskQfSm7xBvOKDYxN-jg_gX8lTi21J3iyJfxgItw3wl7SdAo_F-BH-pTeTs3gybHgMaURff6oeC4nl7QOAo9xUv4X5t-xZIz5FwIvOi5io0rP7R8sykk60C9bX61w=&xkcb=SoA8-_M3JkWEgJxyp50IbzkdCdPP&p=3&fvj=0&vjs=3,Leidos,"$66,300 - $119,850 a year",Full-time,Data-Architect,"Bedford, MA 01730",66300.0,119850.0,93075.0,Data Engineer,MA,N
2240,"Database Architect/Management V (100% remote from CA, GA, HI, CO, VA, MD, DC, OR, WA states)",https://www.indeed.com/rc/clk?jk=b021ba54bba2b754&fccid=48ecd526e3aa3225&vjs=3,Kaiser Permanente,"$146,300 - $189,310 a year",Full-time,Data-Architect,"Remote in Downey, CA",146300.0,189310.0,167805.0,Data Architect,CA,N
2241,Big Data Architect,https://www.indeed.com/company/New-York-Technology-Partners/jobs/Data-Warehouse-Architect-871314c579743532?fccid=8aea04a3e209a103&vjs=3,New York Technology Partners,From $75 an hour,Contract,Data-Architect,"Malvern, PA 19355",156000.0,156000.0,156000.0,Data Architect,PA,N
2242,Data Architect,https://www.indeed.com/company/Ehub-global-solution/jobs/Data-Warehouse-Architect-f309206456ed180f?fccid=69343c070cec3ff2&vjs=3,Ehub Global solution,$70 - $80 an hour,Contract,Data-Architect,Remote,145600.0,166400.0,156000.0,Data Architect,Remote,Y
2244,Cloud Solutions Architect,https://www.indeed.com/rc/clk?jk=32eceee42996750c&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health,"$121,200 - $212,100 a year",Full-time,Data-Architect,"Melville, NY 11747",121200.0,212100.0,166650.0,Data Architect,NY,N
2245,Deep Learning Architect - New College Grad 2024,https://www.indeed.com/rc/clk?jk=2a91d19155c0ef6c&fccid=c267f29f0f85e8b8&vjs=3,NVIDIA,"$100,000 - $184,000 a year",Full-time,Data-Architect,"Durham, NC",100000.0,184000.0,142000.0,Data Architect,NC,N
2246,Senior Data Architect,https://www.indeed.com/company/Innova-AM-Enterprise-solution-Inc./jobs/Senior-Data-Architect-9173358cdec0c449?fccid=f65e3437ffd14fb7&vjs=3,Innova AM Enterprise solution Inc.,$60 - $65 an hour,Contract,Data-Architect,Remote,124800.0,135200.0,130000.0,Data Architect,Remote,Y
2247,Data Architect Level III,https://www.indeed.com/company/Okaya-infocom/jobs/Architect-III-f0efd61e0a7b2b84?fccid=2056f5ad4e7a1a62&vjs=3,Okaya infocom,$47.47 - $70.00 an hour,Contract,Data-Architect,Remote,98737.59999999999,145600.0,122168.79999999999,Data Architect,Remote,Y
2248,Data Architect,https://www.indeed.com/company/CTI-Consulting/jobs/Data-Warehouse-Architect-ffd474b807c5dca1?fccid=379434ad9862816d&vjs=3,CTI Consulting,$80 - $85 an hour,Contract,Data-Architect,"New Albany, OH 43054",166400.0,176800.0,171600.0,Data Architect,OH,N
2249,"Senior Technical Project Manager with Coding, MS Azure, and SQL Experience",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B4gOLLGejsRua9hcjttSfA0ah8gR5Ve15qL91htTEiUxi06_e3g2sFgcSR5M7wbCIXg3MVzQy3ROGCox60_q6CCPElXBG3VJNGo7F-ucfoYwLN91lIhwaCCwajGFPZAQl8A9BQGMiaeMwnO_-slwHsrFewgZGcckMZwWNFLyOn26sI8xbJ0nGiB2ApkRfmyy3hNZAYQrYjUyKNFBP3rASNvWp50GcDBOOfJTDZxdrArgtLcHeoA0EBAugWjqdmffnGcj-wo9-P0-s3x1WX3ybrP2sMzAKA1TgSARcoeeR_rVyibRbDw-1asLHsu61_FLxKXPD6R7BPyJ4EUazWmBBrjgDhjGTSTpjfq6RlKVmkFzOxAD7Z7r9kYAfSIxkKeAImXD0WhEo4XZ6P-Z0sJ8vqQE47HdqI91gWDEtbuKF_1PuhsJLKAYT2Bt_fNW_pDvYUBxp9YFmvG90RT-7bAEz7WCO5SbiMyjXpPsEzOKkWArBkO7kMNbZCZ0ncfR9792ACY-SroWkrjJhLEjSicuGC9zv9j_WyKyZt9AwZggru5ZiwmcRhi3MisPA4czKVZKLOqpkZ_1ey9ZYHTIoSVDiwRKs7mbxYtSSIYddtyvHszlLaudzUvW1CBFYk4dR1alIUOWrUPWgHGFMByX_nR5au&xkcb=SoD8-_M3JkWEgJxyp50FbzkdCdPP&p=14&fvj=1&vjs=3,PCG Consulting,"$102,255 - $123,146 a year",Full-time,Data-Architect,Remote,102255.0,123146.0,112700.5,Business Analyst,Remote,Y
2297,Senior Data Architect,https://www.indeed.com/company/Sunixa-Solutions/jobs/Senior-Data-Architect-3096d46dad248188?fccid=b6ed810623a1c478&vjs=3,Sunixa Solutions,$70 - $75 an hour,Contract,Data-Architect,Remote,145600.0,156000.0,150800.0,Data Architect,Remote,Y
2298,Data Architect,https://www.indeed.com/company/ArchsystemInc/jobs/Data-Warehouse-Architect-b6f6960f8182f687?fccid=2116193bfecb4d40&vjs=3,ArchsystemInc,Up to $100 an hour,"Part-time
+1",Data-Architect,Remote,208000.0,208000.0,208000.0,Data Architect,Remote,Y
2299,Senior Data Architect,https://www.indeed.com/company/New-York-Technology-Partners/jobs/Senior-Data-Architect-edee9f59d398773b?fccid=8aea04a3e209a103&vjs=3,New York Technology Partners,"$220,000 - $250,000 a year",Full-time,Data-Architect,"Greenwich, CT 06830",220000.0,250000.0,235000.0,Data Architect,CT,N
2300,Senior Data Architect,https://www.indeed.com/rc/clk?jk=1e8eaaced0bd9984&fccid=ce06339e6f22b214&vjs=3,Child Mind Institute,"$156,000 - $194,000 a year",Full-time,Data-Architect,"Hybrid remote in New York, NY 10022",156000.0,194000.0,175000.0,Data Architect,NY,N
2302,ETL/Data warehouse Developer,https://www.indeed.com/rc/clk?jk=d93ed16d8726690f&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$98,901 - $136,951 a year",Full-time,Data-Architect,"Brooklyn, NY",98901.0,136951.0,117926.0,Data Engineer,NY,N
2303,"Senior Data Management Solutions Architect ($176,000.00-$211,300.00)",https://www.indeed.com/rc/clk?jk=74136058a9b9f1a3&fccid=9be705f752733a72&vjs=3,Innovation Technology (IT),"$176,000 - $211,300 a year",Full-time,Data-Architect,"Remote in Irvine, CA 92618",176000.0,211300.0,193650.0,Data Architect,CA,N
2304,Data Center Performance Architect,https://www.indeed.com/rc/clk?jk=1c59bcc0ee1cb52e&fccid=c267f29f0f85e8b8&vjs=3,NVIDIA,"$216,000 - $414,000 a year",Full-time,Data-Architect,"Santa Clara, CA",216000.0,414000.0,315000.0,Data Architect,CA,N
2306,Sr. Data Architect - Healthcare,https://www.indeed.com/rc/clk?jk=9a53e244e9753cfe&fccid=9dd606b71a33806b&vjs=3,Bixal,"$165,000 - $180,000 a year",Full-time,Data-Architect,Remote in United States,165000.0,180000.0,172500.0,Data Architect,Remote,Y
2307,Network & Data Security Architect,https://www.indeed.com/rc/clk?jk=03b62d8c6efd05e1&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"$112,000 - $218,400 a year",Full-time,Data-Architect,"Redmond, WA 98052 ",112000.0,218400.0,165200.0,Data Architect,WA,N
2308,100% Remote Data Architect,https://www.indeed.com/rc/clk?jk=5112ade30e4c65e8&fccid=dd616958bd9ddc12&vjs=3,Locks Global Staffing LLC,"$110,000 - $150,000 a year",Full-time,Data-Architect,"Remote in New York, NY",110000.0,150000.0,130000.0,Data Architect,NY,N
